tweet_id,customer_message,brand_reply,timestamp
2470068,Please find all details of order no. 405-3693108-4127531.,We'll not be able to check your information over Twitter. We'd like to know more about this. Kindly share your details here: . Please don't provide your order details as we consider it to be personal info. Our page is visible to the public. ^GK,Wed Nov 15 10:58:30 +0000 2017
1477275,"The advisor said it was a duplicated order and they'd resolve it, but it's still showing ...","Thanks for the update. To confirm that this has been resolved, please contact us here: ^SE",Mon Oct 16 21:16:03 +0000 2017
62415,EU TE VENEROOOOOO MEUS LIVROS JÁ CHEGARAM SCRR,"Oi verô, que felicidade! 😍 Quais livros você comprou? ^AZ",Sat Nov 25 16:28:38 +0000 2017
547962,Amanda in your leadership team in your Oregon call center cost you a customer. Everything is canceled. Great Job Amazon!,"Eric, I'm sorry for the experience you've had and we want to help! Would you please give us the details of what happened? Also, please refrain from providing personal or account details. ^MW",Sat Dec 02 17:52:35 +0000 2017
2529310,"can you please let us buffer the video? I let the web page open for an hour, hoping the little HD icon would light up, in vain. I don't wanna watch content in 360p under the pretense that my internet connection is too slow for 1080p stream without buffer.",Thanks for reaching out. We're here to help! Have you tried the troubleshooting steps listed here: -Susan T.,Thu Nov 16 06:09:49 +0000 2017
1668879,e faz um aplicativo fora da Playstore com suporte ao Android TV ou começa a vender o Firestick por aqui também.,"Ricardo, ainda não temos previsão mas suas sugestões nos ajudarão a melhorar nossa loja ^VL",Mon Nov 06 12:24:32 +0000 2017
2671599,"My mobile number listed is 9673101122, but u can reach me on 9818601122",Thanks for the heads-up! Did you happen to share your preference on the link provided earlier? (1/2),Tue Oct 31 11:32:27 +0000 2017
1243790,one question. If i buy Amazon Fire HD Tablet with Special Offers I can in the future pay 10 more GBP to remove ads? #Amazon #FireHD,You'll have the option to remove Special Offers for a 10GBP fee whenever you'd like! More info here: ^WT,Wed Oct 25 23:14:51 +0000 2017
2884194,I guess you asking me wasn't to actually help me. Maybe it was just to make the appearance of helping me?,"Unfortunately we do not have access to your account or details via Twitter, but we'd still like to help! Please reach out to us here: so we can look into this together. -Shal C.",Tue Nov 28 16:37:58 +0000 2017
2922466,(ಠ_ಠ) Didnt realize your couriers needed reminders about basic fire safety.,Please contact us here via phone or chat so we can look into this with you: ^GG,Wed Nov 29 02:17:04 +0000 2017
1613582,"Need help, with the status on two refunds. Been a month already since I sent the shipment back. Thanks.","Did you happen to report this to our support team? If not, do report it here: (2/2) ^GD",Sun Nov 05 12:38:53 +0000 2017
2718032,"@ AmazonFR paid for 22 quantities of VR Headset received confirmation, but only 1 delivered","Hello, sorry for that. Since we don't have access to your account from Twitter, please reach our CS in order to check that for you. ^ARC",Mon Nov 20 07:31:42 +0000 2017
2132832,"Says looks like it's lost, check the the options below. But there aren't any!",Oh dear! We are here to help! What options do you see? ^AD,Wed Nov 08 20:14:06 +0000 2017
2317797,割と長い期間Amazonのプライム会員だけど、本の読み放題あるの今知った。,Amazonプライムをご利用いただき、ありがとうございます。様々な特典がございますので、ぜひご活用ください！ EK,Mon Nov 13 09:29:11 +0000 2017
1416745,But can not understand the cause of delay,Kindly revert to the correspondence which you have received from us and we will assist you further. ^SM,Mon Oct 16 18:48:59 +0000 2017
2511569,When nothing you’ve ordered on #AmazonPrime in the past month has actually arrived in two-days. Am I seriously the only one?,"This isn't what we like to hear! Just to confirm, are the orders missing the delivery dates provided: ^EP",Wed Nov 15 23:02:19 +0000 2017
2816293,ordered a JBL CHARGE3 on Black Friday. Unplugged it the first time it does this help! maybe you can help too? I don’t want a return just a new cord.,So sorry for the trouble! We're here to help! Have you had the chance to look into available options here: ^VB,Mon Nov 27 03:38:19 +0000 2017
2678794,Dans ce cas annulez ma commande et remboursez moi,Vous avez la possibilité d'annuler une commande depuis votre compte via: ou en contactant notre SAV ^KE,Tue Oct 31 15:35:26 +0000 2017
1189739,Can I know why the pickup is cancelled?? I am done with this bullshit despite you guys apologizing for yesterday's behavior. Call me.,"As this is a social media platform, we can't view your order details. Please share your (1/2)^HR",Thu Oct 26 08:34:50 +0000 2017
2891947,I need help! I scanned a $50 gift card on my phone 11/23 and it’s not noted on my account. I noticed yesterday when I went to make a purchase. I sent emails and to no avail. Please help.,I'm sorry about the trouble with the Gift Card. We're happy to look into this. Please contact us by phone/chat for real-time help here: ^LI,Tue Nov 28 14:48:20 +0000 2017
386478,"- Order# 408-3265294-3245900,I haven't recevied my product yet, nobody is giving the date ,i am a prime member",as we consider it to be personal info. Our Twitter page is public. (3/3) ^ST,Mon Oct 09 12:51:49 +0000 2017
1774116,I have shared the required details. Please resolve the issue ASAP,We have received your details. We'll work on it and get back to you with an update. ^SB,Wed Nov 08 04:44:44 +0000 2017
1009206,"Just spoke with your representative and found him 'rude' which is 'silly', and never expected this from the professionals like u",The resolution we provide is the best possible solution. I'm afraid (1/2)^HR,Mon Oct 23 08:50:34 +0000 2017
1572817,"Hello Team, Return order request has not been done yet. Please help. Urgent..",Apologies for any trouble. Have you tried reporting this to our support team here: ? ^AB,Tue Oct 17 06:10:16 +0000 2017
2355264,"So if you lost my #kindle how exactly was it returned , Also why do you think my home is a business. Also, why did you say I was closed because today is a holiday? Do I owe myself holiday pay? #Curious",I'm sorry to see it was returned. We'd be happy to look into this with you here: ^AF,Mon Nov 13 18:56:28 +0000 2017
2220064,"Haven't received yet? I guess I have to cancel this order. I have to give to a friend who is leaving tomorrow morning. If its not delivered today, I would be forced to cancel this order.",I've checked and we haven't received your details yet to work on this. Please fill in your details in the link provided earlier and let us know. We'll check and reach out to you accordingly. ^VN,Fri Nov 10 11:59:04 +0000 2017
561656,It was amazon. AMZL US,We want to investigate this further with you. Please reach out to us using this secure link: ^GR,Sat Dec 02 23:18:54 +0000 2017
1712586,If leaves another one of my packages outside unattended I’m going to stop ordering from them,"I understand your concern, Michael. Is there a specific carrier you're having issues with regarding delivery? ^SK",Tue Nov 07 02:10:31 +0000 2017
970283,"I will never advise any of my known people to buy a single thing from Amazon. Even it's offered for free. Really absurd, arrogant attitude.",placing an order. Request you to wait until the time frame mentioned for the order. (2/2) ^GK,Sun Oct 22 07:47:13 +0000 2017
2402381,"it was DPD I’ve had pantry boxes before always secure, I’ll need to reorder but I’m not paying delivery again",I can certainly understand that. Please reach out to us with the link provided by ^NC and we will do our best to help. ^CR,Tue Nov 14 14:16:25 +0000 2017
752409,This came up so I emailed the email address on the website to send proof and that is what failed to send,"Ahhh, I see. Definitely interesting! What happened when you clicked the ""Click here"" hyperlink? ^SA",Wed Oct 11 14:19:40 +0000 2017
2329608,Also promised a refund for missing order but no email confirmation yet,"I understand your concern. Could you tell us which website your order was placed on? (.com, .co.uk, .com.br, etc.) ^GM",Fri Oct 20 02:02:47 +0000 2017
2708442,Amazonプライムにも入会してしまったのでますます視聴がおっつかない,ご登録いただきありがとうございました(*'▽') EK,Mon Nov 20 00:42:45 +0000 2017
723279,No. it just diappears.,"We don't have a notification for the shopping list. If you place an order with unavailable items, you'll receive an e-mail. ^AC",Wed Oct 11 19:42:28 +0000 2017
888415,I appreciate your response. We posted the same on your page just to bring it in to your notice and swift action only as we are frustrated enough by the system,We'd like to take closer look at this. Kindly fill in your details here: and I'll look into it. ^NR,Sat Nov 25 17:22:15 +0000 2017
2240674,thank u amazon not to deliver my product on time. Again missed delivery date,That was definitely not intended and we apologize for the delay. Allow our support team to make things right for you. You can report this here: ^CB.,Fri Nov 10 15:25:11 +0000 2017
505782,Vendido x Amazon EU,"Comprendo, Clemente. Para logar revisar lo que está sucediendo con la entrega de tu pedido, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: ^AA",Fri Dec 01 21:24:44 +0000 2017
120273,Thanks to for an easy-to-use and fast-connection iOS App! #BehindTheSmile,You're welcome! We love hearing your feedback. You made our day!!! 🎹🎶🎸 ^JN,Thu Nov 23 22:31:01 +0000 2017
2212009,"really don't like when your couriers lie about accessing my location that has no security gate. My son has allergies, I order his food from you. Now he has to wait bc your courier doesn't know how to Google map. Or call us if lost. Thx",I'm sorry you haven't received your order. We'd like to look into this with you. Please send more details here: ^CL,Fri Nov 10 05:04:58 +0000 2017
320882,trimmer and bedsheet means the same ! I can keep the bedsheet if it's a Diwali gift but send me the trimmer I had ordered ASAP.,"That's wishful thinking, isn't it? We'd want you to have your trimmer, hope you've requested a replacement for your order? ^JC",Sat Oct 07 12:38:33 +0000 2017
535083,人工知能と疑ってすみませんでした。丁寧なリプライ心に響きました。遅い時間までお疲れ様です。頑張ってください。,とんでもないことです！いつもAmazonをご覧いただきありがとうございます🙇 サイバーマンデーをお楽しみにしていただき、うれしく思っております。ぜひご期待くださいませ😊 夜分にリプライを失礼いたしました。HM,Sat Dec 02 12:47:30 +0000 2017
814214,Surprised that delivers every product in 620024 but you don't,"We certainly don't want to let down our customers, I'll ensure to pass your feedback internally ^SM (1/2)",Fri Oct 20 16:50:43 +0000 2017
281979,Your product wich is in pic looks diffrent nd we receve is diffrent and also a color we cannt cancle this bcz i m live in dakor gujarat,Apologies for the inconvenience. Request you to get in touch with our support team here :,Fri Oct 06 14:19:53 +0000 2017
2870730,Way to go for just throwing my stuff in a box with no packing material and with everything out of the wrappers. #goodjob,We're always looking for ways to improve! Packaging feedback can be submitted to our shipping team here: ^ML,Tue Nov 28 02:07:28 +0000 2017
384166,Pl tell me delivery date,We've sent you a correspondence here: Kindly check. ^SG,Mon Oct 09 14:33:05 +0000 2017
1283798,Una ayer y hoy mismo he puesto otra.,¿Qué te informaron nuestros compañeros de Servicio al Cliente? ^HC,Thu Oct 26 18:15:21 +0000 2017
300502,already been on the phone to customer support still fuming with you cancelling my prime membership disgusting behaviour,"Thanks for confirming. When you spoke to us, what options/information did we provide? ^BH",Fri Oct 06 20:29:59 +0000 2017
1434066,"existe mes de prueba? La competencia es pésima, pero dicen que ""más vale malo conocido...""","Hola Oscar. Inscribiéndote al período de prueba gratis de Amazon Prime, puedes disfrutar de Prime Video, pues este es un (1/2)",Thu Nov 02 22:18:57 +0000 2017
490547,why is the Alexa app moving so slow today ?,Have you checked your connection and perhaps turned your device off and on again to see if that helps? ^BD,Fri Dec 01 16:40:57 +0000 2017
1558898,i'm crying my amazon package was supposed to arrive at 9 and it's def 9:20,I'm sorry for the wait! Will you tell us which carrier is shown for your order here: ^DW,Tue Oct 17 04:20:46 +0000 2017
348953,Like I mentioned in my first tweet I was assured and sent an email confirmation but still I keep receiving the product every 2 months. Not sure if its a bug in your systems that my order is not getting updated,"Sorry to hear that, please contact us by phone or chat once more here: to discuss this with an agent.^JJ",Sun Oct 08 08:18:39 +0000 2017
1869767,"My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.","We aim to meet our delivery date. If you don't receive your package on estimated delivery date, please get back to us. ^LH",Wed Nov 08 05:26:22 +0000 2017
973570,"Why is promoting and selling spurious/counterfeit items? No answer to queries to them. Does Amazon encourage selling counterfeits? In India, this is illegal.",received a below par product or doubt the genuineness we suggest you to fill details here: (2/2) ^GS,Sun Oct 22 08:57:08 +0000 2017
1445350,You pay for an Amazon Prime membership and this is where your packages are left whilst you’re at work 😤 #NotImpressed,I'm sorry to see the way your package was delivered! Will you confirm the carrier listed here: ^HC,Mon Oct 16 19:19:19 +0000 2017
1380693,wanna tell me why the order I placed yesterday w/1-day shipping isn’t scheduled 2 arrive until Wed? GRANDDAUGHTER B-DAY &amp; u SUCK,I'm sorry for the wait. Some items aren't able to ship immediately. Was the date given on the confirmation e-mail missed? ^AN,Mon Nov 06 22:46:12 +0000 2017
1302305,#AmazonNow has some rude representatives 😷 Pathetic! Send a substitute and later argue nonsense without getting facts right!,That's quite a feedback. I shall forrward your feedback to the concerned team and get it reviewed. ^HR,Mon Oct 16 09:11:29 +0000 2017
990743,Again my another order with Order ID: #405-0991980-9519516 cancelled without my concern why amazon provide offers during great indian sale?,"I understand your concern that your order is cancelled without your knowledge, I'd request you ^SM (1/2)",Tue Oct 24 19:09:56 +0000 2017
873862,I'm trying to watch 12 Chairs on prime but the subtitles are about a minute off to the words. Is it an issue on my end or yours,"Hmmm, lets work together here to find out! Have you tried uninstalling the app and re-installing it? Let us know! ^SA",Fri Oct 20 20:32:35 +0000 2017
1750492,What's the point of subscribing to Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,I'm sorry for the delay. We want to make sure you receive your order by your new delivery date. Please keep us posted. ^RA,Tue Nov 07 17:57:18 +0000 2017
475137,A just need acces to my account why are you lot making this so hard for me,"We aren't able to access your account via Twitter to see what the exact issue is, but normally you should be sent an e-mail requesting either payment or address verification. Have you received an e-mail like this, or was this mentioned when we spoke on the phone? ^LB",Fri Dec 01 13:44:45 +0000 2017
546366,Num: CR0000301163 En transit Livraison avant 20h,"Si vous ne recevez pas votre colis d'ici 20 h, merci de le signaler à notre SAV afin d'y remédier je vous prie via le lien suivant: ^BR",Sat Dec 02 17:48:22 +0000 2017
2571783,"Can you please quote the definition of ""Guaranteed delivery"" please?What's the point in prime if you fail to deliver?","I'm sorry to hear we've let you down, Hardeep! Does tracking show the parcel is out for delivery? Have we missed our mark? ^CS",Mon Oct 30 17:35:53 +0000 2017
1043021,Could I get a message please? I’ve got a complaint to make,Hi Ant. You can get in touch with us to lodge your complaint via this link: ^DC,Wed Nov 01 12:52:16 +0000 2017
1710386,See line extra 3000 off on this mobile,and with time. Kindly refer the link: for more information. (2/2) ^MO,Tue Oct 17 18:16:23 +0000 2017
710630,"Today it was , the gear I got yesterday was",Have you had the time to reach out to each of the carriers and set preferences on your deliveries? ^MH,Tue Oct 10 21:26:39 +0000 2017
1490162,. Pre-ordered #Slobberkocker a month ago. Now I've been told it won't be dispatched until DECEMBER! Why?,"Sorry to hear this. Was a reason mentioned for the delay? Did you receive an email? Also, check your junk/spam folder. ^PK",Fri Nov 03 09:19:09 +0000 2017
422033,"Ist aktiviert, funktioniert aber nicht. Heute wieder 2x😩 Kam bisher nur 1x an, bei einer Bestellung von Amazon USA. Geht auch anderen so. 🙁","Dann, wie vorgeschlagen, bitte im Kundenservice melden: Liebe Grüße ^MF",Tue Oct 10 09:20:11 +0000 2017
1369958,I am expecting a quick response,Please use the following link to connect with our support team : and we'll be glad to help. ^SK,Mon Oct 16 15:04:19 +0000 2017
244076,Return pick is not as per date schedule. Unsatisfied with Amazon service.pin394601 __email__,I'm sorry for the hassle. Please reach out to us at: we'll check it for you. (1/2)^AU,Thu Oct 05 14:43:44 +0000 2017
1132127,I don't think it's anything nefarious but I get constant order and shipping confirmations for things I didn't buy which is super annoying,Gotcha! Reach out to us again here: and we can look into this further with you. ^TK,Tue Oct 24 12:24:29 +0000 2017
2593126,"Compras navideñas, listas ✔ Gracias !!","Hola, Viridiana. ¡Estamos felices de saber que has comprado tus regalos en Amazon México, muchas gracias por tu confianza! ^CB",Fri Nov 17 02:36:08 +0000 2017
922728,I've ordered through Amazon.. The product was received by the courier.. But they've said that they can't deliver to my home..,That's uncertain! Please report this to our support team here: &amp; we'll help you. ^BS,Sat Oct 21 12:08:28 +0000 2017
2439667,Clients attention à l'arnaque qui tourne par mail !!!,"Bonsoir, veuillez faire suivre le message à l’adresse suivante __email__ je vous prie. ^BR",Tue Nov 14 22:13:13 +0000 2017
2290432,"My recent orders aren't displaying in My Account, can you help?","Sorry to hear that, please contact us here: so an agent can look into this for you. ^JJ",Sun Nov 12 07:41:08 +0000 2017
975030,so any update,&amp; reply so that we can provide you an update. 2/2^EM,Mon Oct 23 07:43:02 +0000 2017
1505374,i think amazon have just took a random £1 off me? I have no idea why,"We're here to help! In most cases, a smaller amount, such as €1, is an authorization. Have you recently ordered an item? ^AL",Fri Nov 03 16:24:24 +0000 2017
841372,朝いきなりAmazon有料サイトてきたあ(＞＜)こわっいぃぃぃ,失礼します。こちらは当サイトからお送りしたものではございません。AmazonからSMSで未納料金などといったメールは送信いたしません。 ヘルプページでも注意喚起を行っておりますので、ご参照ください。 RI,Mon Oct 09 09:11:21 +0000 2017
575357,Hello where the heck is the cat tree I ordered for my cat’s birthday. It was supposed to be here yesterday,Sorry to hear it has not arrived Jenna. Does the tracking give any info on when we expect it to be delivered? You can check tracking by clicking the link:,Sun Dec 03 07:59:41 +0000 2017
600271,really annoying Mr at this stage can't get a single issue resolved. Can I please have a contact number for customer service in Ireland,We definitely don't want to disappoint you. You can contact us via phone by using this link: ^KB,Sun Dec 03 20:54:16 +0000 2017
1306446,How’s my Thursday going? Well my amazon account got hacked and was charged $900... &amp; I’m honestly impressed bc I didn’t know I had $900,I'm sorry to hear about the unexpected charge! Please call us to ensure this is reported: ^LR,Thu Oct 26 13:11:57 +0000 2017
790175,very funny..I have already contacted ur team two times but they are helpless..your delivery process sucks..order#216240052017,I'm sorry about the situation. Kindly share your details here: and I'll look into this. ^SG(1/2),Thu Oct 12 12:08:51 +0000 2017
945616,I have shared the details .please have a look.,Thanks for letting us know that you've shared your details. Please allow us some time and we'll reach out to you. ^KA,Sun Oct 22 03:53:07 +0000 2017
318548,till now i have no confirmation about order even though guaranteed delivery !!,Apologies for the trouble. Please drop your details here: we'll connect with you on this. ^RB,Sat Oct 07 08:13:31 +0000 2017
434588,"Amazon logestic team has arrived my house and talking roude, that he has delivered to neibour itseems, and we don't no anyone there and","That's unexpected, I'm sorry. Please respond to the email you received from the social media team, we'll look into this. ^JC",Fri Oct 13 10:52:00 +0000 2017
350259,i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,Our support team would be happy to help you with that. You may connect with them here: here: ^HT,Sun Oct 08 08:07:00 +0000 2017
458905,you need better customer service reps.,"Please be sure to leave feedback in the survey at the bottom of the e-mail sent after speaking with us. Once completed, these are sent to management for review to help with coaching opportunities. ^EP",Fri Dec 01 01:12:37 +0000 2017
900900,これ今日2通目やねんけど Amazonちゃうよな？ 装ってるやつやんな。,当サイトからそのようなＥメールをお送りすることはございませんので、記載されているURLはクリックなさらないようお気を付けください🙏 Eメールの見分け方については、こちらをご参照ください。 YM,Sat Oct 21 04:51:14 +0000 2017
397417,Una reclamación por vuestra parte.,"Entiendo. , ¿podrían ayudarnos con esta entrega? Indícanos si no recibes respuesta, Brian. ^LG",Fri Oct 27 13:32:07 +0000 2017
1427864,"Yes, and surprisingly enough they don’t say ‘inside my bin’","When you have a moment, please phone us here: to report this delivery. ^LB",Mon Nov 06 15:33:27 +0000 2017
831080,Nope. They cancelled the one that was supposed to arrive 10/7. And will try to get the next subscription order out.,I hope it arrives OK next time. ^KM,Fri Oct 13 06:54:46 +0000 2017
2401222,It is getting increasingly annoying to figure out when a Prime item will be delivered.,Sorry to hear Ilya. What delivery date were you provided? What does the latest tracking advise? ^TP,Fri Oct 20 12:55:07 +0000 2017
2827266,こういう事に備えて無駄に箱が大きいと思っています。商品の箱には破損もなく、動作も問題ないようです。お気遣い有り難うございました。,商品が無事だったとの事で、安心いたしました。ご不明な点がありましたら、ご遠慮なくお問い合わせください。よろしくお願いいたします。 EK,Mon Nov 27 11:38:38 +0000 2017
725245,I had ordered OnePlus5 on 28th June ‘17. I still haven’t receivedcashback of Rs. 1500 (SBI card offer). Please help!!!,I'm sorry for the delay. Please report this to our support team here: for further assistance. ^RW,Wed Oct 11 04:17:02 +0000 2017
2390423,Easy set up and the ability to send messages/make phone calls with voice recognition 👍🏻 thanks,"Top feedback Michael, Have a great day! ^BD",Tue Nov 14 09:41:44 +0000 2017
2551968,"Nope. Just takes me to sign in page. I just won't buy anything but books/dvds anymore. They're cheap. If I can't return,no big loss.","Once you sign in using the link sent by JO, you will see the option to select the issue and how you want to contact us. ^DD",Mon Oct 30 21:10:17 +0000 2017
246378,Gestionado por Amazon. Vendido por: Amazon EU S.a.r.L.,Entra en contacto con Soporte al Cliente para reportar lo que indicas de tu pedido: ^DA,Thu Oct 05 15:41:59 +0000 2017
1209481,アマゾンで注文してた零さんのウィッグが届いていないのに配達完了になっているw零さんどこいったんですかww,ご心配をおかけしております。配達完了でも商品未着の場合、下記ヘルプの内容をご確認ください。 解決しない場合は以下より当サイトへお問合せください。 SM,Wed Oct 25 11:06:57 +0000 2017
439697,Reverted but failed. Share correct email id,Please revert to the email you've received from us and we'll be able to check it. Are you getting any error? ^HN,Wed Oct 11 12:09:22 +0000 2017
1424282,406-6963082-7457947 order number ! I am a prime customer and this service is really a joke,Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP,Thu Nov 02 13:08:34 +0000 2017
816088,"Hi. Sorry late getting back, I had an email on 22/07/17 stating that auto renew was turned off and no further payments would be taken.",We'd like to take a closer look at the charges and your available options. Please contact us here: ^RA,Wed Oct 04 17:55:40 +0000 2017
322025,I've just received an email from you saying I need click on a link to get a credit voucher. Is this spam? I can dm a copy.,Doesn't sound like us Tamara - pls use this link for more info : ^TD,Sat Oct 07 13:14:16 +0000 2017
2391895,pls pls pls tell me you'll have music unlimited BF deals for EXISTING customers (uk),Best to keep an eye on the website for the latest deals! ^MI,Tue Nov 14 10:20:04 +0000 2017
179988,Can you not advise anything here?,Please contact our customer service by phone or chat here: so we can look into this further with you. ^SA,Wed Oct 04 11:45:34 +0000 2017
1748909,vous allez sortir la fire HD 10 en France ? Une date ?,"Bonjour, je suis désolée, mais nous n'avons pas l'information, veuillez vérifier sur le site ultérieurement.",Tue Nov 07 16:10:58 +0000 2017
2956966,"What exactly do you want me to do? That just takes me to your ""questions?"" Page… I don't have a question. It is a reoccurring complaint.","The link provided to you by ^WT, gives you the option to contact us by phone, so we can look into this with you in real time. This gives us the opportunity to review all available options regarding your deliveries. ^AC",Wed Nov 29 19:28:08 +0000 2017
2852110,Buenas tardes! Tengo un producto defectuoso y no puedo contactar con el vendedor. Número del pedido: 171-7713708-0461967 ¿Cómo he de proceder para su reembolso o sustitución? Gracias,"¡Hola, EltSaC! Lamento los inconvenientes. Por motivos de seguridad, te recomiendo eliminar este tuit, pues contiene información de tu cuenta. ¿Seguiste las instrucciones indicadas en este enlace?: ^CR",Mon Nov 27 19:44:24 +0000 2017
1367967,"Order is ""dispatching soon"" but it's arriving today, and it's 4pm already? Need this item for work.","Hey! We'd love to help! Can you tell us which site you used when placing your order? i.e.,.com,.in,.co.uk? Let us know.^SK",Mon Oct 16 14:58:57 +0000 2017
152203,Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).,Nous n'avons malheureusement pas de visibilité dessus pour l'instant. Restez connectée :) ce sera mis à jour dès qu'il y a du nouveau.,Fri Nov 24 16:05:24 +0000 2017
123424,→Kindle版も絶賛おススメ！ 見開きページのビジュアルが見事です。 紙媒体だとページのあいだ、いわゆるノド？にあたるところで画像がどうしてもすこし難ありのなりますが、2ページ見開き掲載スタイルにすると画面いっぱいにー つよぽんのーごろさんのーしんごのー 素晴らしい｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡,Kindle版でお読みいただきありがとうございます！ ぜひいつでも、何度でもお楽しみください👏😍 MH,Fri Nov 24 00:21:00 +0000 2017
355328,Um grande elogio p/ q vendeu a coleção d teatro completa do Shakespeare c/ o menor preço da interwebs e entregou em menos d 2d ❤️,"Olá Lee, saber que você teve uma boa experiencia nós deixa emocionados. ❤ O que você esta achando da coleção? ^DA",Sun Oct 08 14:03:50 +0000 2017
2740685,I have purchased a Motorola pulse escape for rupees 1990 and paid the amount by Visacard by online portal. But somehow first time the transection has been failed but money has been deducted and therefore I have paid second time for the product. I want my money back.,I'm sorry to hear about your payment. Please report this to our support team here: so that we can assist you better. ^HS,Mon Nov 20 17:01:43 +0000 2017
490381,Hey remind me why I'm paying for 2day shipping when twice this week my packages have been late and another package last month was also late.,So sorry to hear about the issues! Are the orders arriving later than the dates provided in your order confirmation e-mails? ^GS,Fri Dec 01 16:48:40 +0000 2017
77578,"You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless...",I feel yahh!! The wait still continues!! Thank you keeping us posted. ^BV,Thu Nov 30 12:27:24 +0000 2017
